"from"	"to"	"weight"	"color"	"arrow.size"
"417"	"BASV348"	"FASV142"	1	"darkgreen"	5
"418"	"BASV348"	"FASV147"	1	"darkred"	5
"419"	"BASV359"	"BASV461"	1	"darkgreen"	5
"420"	"BASV359"	"BASV1129"	1	"darkgreen"	5
"421"	"BASV359"	"BASV1364"	1	"darkgreen"	5
"422"	"BASV359"	"BASV1457"	1	"darkgreen"	5
"423"	"BASV359"	"FASV56"	1	"darkgreen"	5
"424"	"BASV359"	"FASV171"	1	"darkgreen"	5
"425"	"BASV359"	"FASV250"	1	"darkgreen"	5
"426"	"BASV359"	"FASV267"	1	"darkgreen"	5
"427"	"BASV359"	"FASV327"	1	"darkgreen"	5
"428"	"BASV359"	"FASV365"	1	"darkgreen"	5
"429"	"BASV359"	"FASV481"	1	"darkgreen"	5
"430"	"BASV359"	"FASV525"	1	"darkgreen"	5
"431"	"BASV384"	"BASV584"	1	"darkgreen"	5
"432"	"BASV384"	"BASV1129"	1	"darkgreen"	5
"433"	"BASV384"	"FASV35"	1	"darkgreen"	5
"434"	"BASV384"	"FASV49"	1	"darkred"	5
"435"	"BASV384"	"FASV76"	1	"darkgreen"	5
"436"	"BASV384"	"FASV102"	1	"darkred"	5
"437"	"BASV384"	"FASV197"	1	"darkgreen"	5
"438"	"BASV384"	"FASV557"	1	"darkgreen"	5
"439"	"BASV393"	"BASV396"	1	"darkgreen"	5
"440"	"BASV393"	"BASV513"	1	"darkgreen"	5
"441"	"BASV393"	"BASV1129"	1	"darkgreen"	5
"442"	"BASV393"	"BASV1510"	1	"darkgreen"	5
"443"	"BASV393"	"FASV376"	1	"darkgreen"	5
"444"	"BASV393"	"FASV540"	1	"darkgreen"	5
"445"	"BASV393"	"FASV764"	1	"darkgreen"	5
"446"	"BASV396"	"BASV673"	1	"darkgreen"	5
"447"	"BASV396"	"BASV794"	1	"darkgreen"	5
"448"	"BASV396"	"BASV824"	1	"darkgreen"	5
"449"	"BASV396"	"BASV1125"	1	"darkgreen"	5
"450"	"BASV396"	"BASV1510"	1	"darkgreen"	5
"451"	"BASV396"	"FASV19"	1	"darkgreen"	5
"452"	"BASV396"	"FASV171"	1	"darkgreen"	5
